framenumber,focal_fx,skew_s,principal_cx,principal_cy,rotation_r11,rotation_r12,rotation_r13,rotation_r21,rotation_r22,rotation_r23,rotation_r31,rotation_r32,rotation_r33,translation_t1,translation_t2,translation_t3
459,0.65160859,0.12803796,-0.74755502,0.43193129,-0.27210045,0.95942318,-0.072851099,-0.97921795,0.70794809,0.2509062,0.66006297,1.015174,0.0,0,0,1.0
460,0.65083385,0.13753451,-0.74654233,0.42030632,-0.27780959,0.95830637,-0.065646194,-0.98039597,0.70644164,0.25014707,0.66196215,1.0155755,0.0,0,0,1.0
461,0.65112013,0.1390319,-0.74601519,0.41415748,-0.28188381,0.95697391,-0.067680076,-0.98306137,0.70456123,0.25438353,0.66235149,1.0147105,0.0,0,0,1.0
462,0.65546083,0.13865311,-0.74227494,0.40343514,-0.28032327,0.95735884,-0.06870804,-0.9804914,0.7011506,0.25313842,0.66643512,1.0176815,0.0,0,0,1.0
463,0.65759808,0.1367936,-0.74072784,0.39204109,-0.27827087,0.95785278,-0.070150293,-0.98279721,0.69996589,0.25227976,0.66800427,1.0205884,0.0,0,0,1.0
464,0.65868902,0.13815007,-0.73950541,0.38695464,-0.2786639,0.9578017,-0.069279402,-0.98024398,0.69878244,0.25173312,0.66944766,1.0243773,0.0,0,0,1.0
465,0.65867329,0.13647257,-0.73983055,0.37515301,-0.27651122,0.95841765,-0.06938456,-0.98348582,0.69965154,0.25029916,0.66907716,1.0292882,0.0,0,0,1.0
466,0.6572516,0.13415241,-0.74151725,0.36915734,-0.27537405,0.95865285,-0.070644885,-0.98510832,0.70143473,0.25065213,0.6670751,1.0316496,0.0,0,0,1.0
467,0.65406018,0.12974544,-0.74511445,0.35746375,-0.27166662,0.95965666,-0.071365021,-0.98489487,0.70584947,0.24912567,0.66297746,1.0404065,0.0,0,0,1.0
468,0.93650746,0.010155437,0.35042211,-0.62044394,-0.003279591,0.99976861,-0.020207902,-0.53924948,-0.35055408,0.017779034,0.93634492,-0.10970035,0.0,0,0,1.0
469,0.65157032,0.12496752,-0.7481063,0.34660077,-0.27053702,0.95967358,-0.075317822,-0.98258001,0.70858049,0.25149146,0.65915966,1.0509665,0.0,0,0,1.0
470,0.65305465,0.12655562,-0.74654347,0.33974028,-0.26847488,0.96050495,-0.072027139,-0.98540711,0.70799786,0.2474916,0.66129577,1.0554701,0.0,0,0,1.0
471,0.65333039,0.12390161,-0.74674731,0.33189735,-0.26345253,0.96197969,-0.070881605,-0.99103051,0.70962805,0.24306698,0.6611895,1.0596238,0.0,0,0,1.0
472,0.65323848,0.12289365,-0.7469939,0.31727225,-0.26067013,0.96283436,-0.06955006,-0.99280655,0.71073908,0.24017705,0.66105211,1.0697228,0.0,0,0,1.0
473,0.65470588,0.12402559,-0.74552047,0.31056002,-0.25981092,0.96318233,-0.067926347,-0.99230254,0.70970237,0.23819129,0.66288149,1.0757838,0.0,0,0,1.0
474,0.6484881,0.12788314,-0.75028759,0.29701275,-0.26052871,0.96345395,-0.060963582,-0.9994598,0.71512699,0.23503055,0.65816271,1.0837039,0.0,0,0,1.0
475,0.64723742,0.13130386,-0.75077629,0.29038793,-0.26665175,0.96173143,-0.061680209,-0.99929416,0.71400213,0.24014312,0.65753818,1.0874805,0.0,0,0,1.0
476,0.64880335,0.13143121,-0.74940097,0.27775875,-0.26708186,0.96155322,-0.06259077,-1.0019192,0.71241826,0.24078621,0.65901923,1.0929433,0.0,0,0,1.0
477,0.64831448,0.13667403,-0.74888599,0.2660225,-0.26764172,0.96179414,-0.056168608,-1.0028623,0.7126531,0.23687343,0.66018236,1.0976846,0.0,0,0,1.0
478,0.64886492,0.14153968,-0.74750394,0.25861213,-0.26873228,0.96176946,-0.051160507,-1.0090003,0.71174091,0.23409986,0.66215265,1.0969726,0.0,0,0,1.0
479,0.93674868,0.008520931,0.34981987,-0.61341894,-0.000621189,0.99972039,-0.022686664,-0.54912621,-0.34992322,0.021037931,0.93651319,-0.10654935,0.0,0,0,1.0
480,0.64741641,0.1389019,-0.74925256,0.24541529,-0.26815343,0.96180916,-0.053399898,-1.0077187,0.71327662,0.2355119,0.65999579,1.1001519,0.0,0,0,1.0
481,0.64648628,0.14033094,-0.74978882,0.23847002,-0.27104136,0.96097445,-0.053842258,-1.0074964,0.71302837,0.23805766,0.65935028,1.1000894,0.0,0,0,1.0
482,0.64924949,0.14433627,-0.74663401,0.22361092,-0.27428919,0.96010417,-0.052910261,-1.0069951,0.70926571,0.23917142,0.66299546,1.0995505,0.0,0,0,1.0
483,0.65100557,0.14562277,-0.74485254,0.21533087,-0.27549499,0.95974535,-0.053149261,-1.0058544,0.70718533,0.23982963,0.66497684,1.0985909,0.0,0,0,1.0
484,0.65511054,0.15276228,-0.73980606,0.19708407,-0.27888787,0.9589889,-0.048939295,-1.0042869,0.70204574,0.23840953,0.6709069,1.0951996,0.0,0,0,1.0
485,0.65797848,0.15219107,-0.73737437,0.18797587,-0.27959311,0.95864242,-0.051629141,-1.0008954,0.69907677,0.24016187,0.67337757,1.0943801,0.0,0,0,1.0
486,0.66896665,0.15270634,-0.72731209,0.16589467,-0.27945516,0.95844871,-0.055802282,-0.99814391,0.68862504,0.24060729,0.68390566,1.0871816,0.0,0,0,1.0
487,0.67608869,0.15328333,-0.72057384,0.15338916,-0.27882442,0.95851928,-0.057711996,-0.99769193,0.6818921,0.23995835,0.69084471,1.0823827,0.0,0,0,1.0
488,0.68978077,0.14795719,-0.70861065,0.13085736,-0.27027425,0.96066505,-0.062507421,-0.98950309,0.67154282,0.23466155,0.70270008,1.0758609,0.0,0,0,1.0
489,0.6966424,0.14662124,-0.70214611,0.11761375,-0.26623058,0.96174067,-0.063315347,-0.99010015,0.66605246,0.23106654,0.70908785,1.0698806,0.0,0,0,1.0
490,0.93623865,0.012394739,0.35106662,-0.60328943,-0.000248355,0.99937814,-0.034620378,-0.5542506,-0.35128543,0.03232966,0.93568093,-0.094008662,0.0,0,0,1.0
491,0.70661771,0.14093405,-0.69328636,0.0922627,-0.25410739,0.96504712,-0.062815949,-0.9892928,0.6602543,0.22058076,0.71779621,1.0591614,0.0,0,0,1.0
492,0.71041203,0.1391338,-0.68976319,0.080333732,-0.25421888,0.96471995,-0.067234188,-0.98735934,0.6561268,0.22313987,0.72078389,1.0538712,0.0,0,0,1.0
493,0.71933436,0.13904124,-0.68047208,0.054514799,-0.25268823,0.96492845,-0.069956049,-0.98250777,0.64693236,0.22229409,0.72930586,1.0414301,0.0,0,0,1.0
494,0.72306597,0.13843018,-0.67663074,0.042277589,-0.24966031,0.96576995,-0.069210276,-0.98147935,0.64394093,0.21899614,0.73294193,1.0353425,0.0,0,0,1.0
495,0.73078477,0.13840137,-0.6682924,0.01956968,-0.24165909,0.96817791,-0.06375096,-0.97446465,0.63825446,0.20811088,0.74104244,1.0255363,0.0,0,0,1.0
496,0.73469603,0.13982138,-0.66369241,0.007822351,-0.23851335,0.96920675,-0.059846468,-0.97453809,0.63493884,0.20229162,0.74548876,1.0198787,0.0,0,0,1.0
497,0.73774058,0.14013124,-0.66024035,-0.002558436,-0.23490253,0.97028625,-0.056540664,-0.9751581,0.63275051,0.1968272,0.74880445,1.0145468,0.0,0,0,1.0
498,0.74655449,0.14329387,-0.64956772,-0.022502765,-0.23357435,0.9707343,-0.054307569,-0.97482121,0.62282634,0.19228823,0.75824422,1.0036451,0.0,0,0,1.0
499,0.75228697,0.1400276,-0.64363879,-0.031137658,-0.23004325,0.97139078,-0.057544284,-0.97266066,0.61721742,0.19137688,0.76304597,1.0000269,0.0,0,0,1.0
500,0.75908262,0.13536431,-0.63661921,-0.047238164,-0.22434537,0.97252971,-0.060713634,-0.97076166,0.61096269,0.18893138,0.76866829,0.99110079,0.0,0,0,1.0
501,0.93565983,0.016074644,0.35245752,-0.59973884,-0.002911381,0.99925691,-0.037843261,-0.56022781,-0.35281202,0.034386266,0.93503278,-0.087176353,0.0,0,0,1.0
502,0.76232314,0.13486235,-0.63284206,-0.054701522,-0.22441006,0.9723621,-0.063109852,-0.96730751,0.60689026,0.19014853,0.77158874,0.98807245,0.0,0,0,1.0
503,0.76507986,0.13491133,-0.6294955,-0.062357675,-0.22517593,0.97203666,-0.065353081,-0.96760762,0.60312545,0.19177011,0.77413499,0.98404074,0.0,0,0,1.0
504,0.76790881,0.13612026,-0.62577915,-0.075173959,-0.2257687,0.97187942,-0.065642938,-0.96218252,0.59929609,0.19171177,0.77711761,0.98016208,0.0,0,0,1.0
505,0.77034146,0.14021462,-0.62187266,-0.081610508,-0.22887824,0.97122562,-0.064539231,-0.96181566,0.59497881,0.19207308,0.780339,0.9783709,0.0,0,0,1.0
506,0.7758441,0.14560893,-0.61373883,-0.094431356,-0.23082335,0.97096676,-0.061430745,-0.96005893,0.58702409,0.18934841,0.78700107,0.97695071,0.0,0,0,1.0
507,0.77782923,0.14591621,-0.61114764,-0.10108608,-0.23060311,0.97100419,-0.061663494,-0.95904249,0.58447802,0.18891867,0.7889967,0.9768585,0.0,0,0,1.0
508,0.78078347,0.14478621,-0.60763901,-0.11211666,-0.23042332,0.97084576,-0.064753108,-0.95629627,0.58059675,0.19059497,0.79145521,0.97833854,0.0,0,0,1.0
509,0.78201252,0.14716758,-0.60548234,-0.11848837,-0.23173973,0.97062254,-0.063387796,-0.95380116,0.57841426,0.18990695,0.79321653,0.97917521,0.0,0,0,1.0
510,0.78288913,0.1501994,-0.60360223,-0.12524188,-0.2339377,0.97018445,-0.06200641,-0.95631415,0.57634008,0.18977204,0.79475701,0.97927457,0.0,0,0,1.0
511,0.78216136,0.14804898,-0.60507512,-0.1379662,-0.23214896,0.97057486,-0.06261421,-0.95378953,0.57804877,0.18946455,0.79358834,0.98225725,0.0,0,0,1.0
512,0.93493968,0.019682728,0.35418108,-0.59495026,-0.004384554,0.99900204,-0.043941505,-0.56192803,-0.35470065,0.03953388,0.93411416,-0.082726575,0.0,0,0,1.0
513,0.78207624,0.14681187,-0.60548651,-0.14383546,-0.23096527,0.97083694,-0.062929571,-0.95275933,0.5786379,0.1890846,0.79324955,0.98436469,0.0,0,0,1.0
514,0.78199333,0.14506863,-0.6060133,-0.14973252,-0.22917902,0.97124046,-0.063234322,-0.95241135,0.57945943,0.18835683,0.79282272,0.98685902,0.0,0,0,1.0
515,0.78045696,0.1403726,-0.60909182,-0.16345932,-0.22559126,0.97195941,-0.065061726,-0.94910258,0.58292818,0.18820614,0.79031169,0.99313277,0.0,0,0,1.0
516,0.78119189,0.14291087,-0.60755742,-0.1719498,-0.22716492,0.97169435,-0.06352409,-0.94916469,0.58133036,0.18766271,0.79161674,0.99598503,0.0,0,0,1.0
517,0.78198427,0.14407401,-0.60626197,-0.18107088,-0.2267828,0.97191083,-0.061548203,-0.95131254,0.58041352,0.18564177,0.7927652,0.99913234,0.0,0,0,1.0
518,0.78081125,0.13999812,-0.60872352,-0.19797795,-0.2203583,0.97356045,-0.05874965,-0.95215237,0.58445328,0.18003137,0.79108924,1.0080373,0.0,0,0,1.0
519,0.78050596,0.13727115,-0.60973501,-0.20635515,-0.2175343,0.9741714,-0.05914351,-0.95250529,0.58591682,0.17882173,0.79028034,1.0125511,0.0,0,0,1.0
520,0.77875692,0.12850773,-0.61386722,-0.22617258,-0.20908831,0.97590762,-0.06095415,-0.95558923,0.59129429,0.17584223,0.78693652,1.0209426,0.0,0,0,1.0
521,0.77690309,0.12925187,-0.61605579,-0.23550291,-0.20961675,0.97587752,-0.059602354,-0.95576251,0.59354132,0.17546216,0.78532791,1.0251784,0.0,0,0,1.0
522,0.77679181,0.13242015,-0.61552298,-0.2460438,-0.21265121,0.97528452,-0.058550157,-0.95821816,0.59260678,0.17639439,0.7858246,1.0288744,0.0,0,0,1.0
523,0.93400705,0.020444235,0.35659,-0.58797127,-0.002915014,0.99874121,-0.049623653,-0.56624359,-0.35716388,0.045313731,0.93291235,-0.077955857,0.0,0,0,1.0
524,0.77600694,0.12675807,-0.61770082,-0.26607502,-0.20822829,0.97606975,-0.061295584,-0.96339017,0.59519976,0.17621,0.7839039,1.0370853,0.0,0,0,1.0
525,0.77454019,0.12436094,-0.62002456,-0.2759265,-0.20756356,0.97606915,-0.063516572,-0.96554613,0.5973385,0.17791224,0.78188986,1.0412948,0.0,0,0,1.0
526,0.77384114,0.12354095,-0.62106037,-0.2858339,-0.20798995,0.97587836,-0.065034956,-0.96767181,0.59809554,0.17952278,0.78094232,1.0452547,0.0,0,0,1.0
527,0.77361822,0.12098575,-0.62184048,-0.30455911,-0.20762773,0.97572052,-0.068468817,-0.97157288,0.59850949,0.1821021,0.78002733,1.0534699,0.0,0,0,1.0
528,0.77462101,0.12066688,-0.62065291,-0.31367484,-0.20653033,0.97598511,-0.068015471,-0.97232008,0.5975914,0.18089175,0.78101218,1.057772,0.0,0,0,1.0
529,0.77487564,0.12090492,-0.62028849,-0.33186749,-0.20391148,0.97678477,-0.064338267,-0.97568268,0.59816033,0.17635955,0.78161293,1.0661974,0.0,0,0,1.0
530,0.7744031,0.12095549,-0.62086821,-0.34011599,-0.2036096,0.97689295,-0.063645884,-0.97858953,0.59887433,0.17572375,0.78120899,1.0700626,0.0,0,0,1.0
531,0.7741375,0.12249418,-0.62089759,-0.34806213,-0.20471953,0.97673166,-0.062550612,-0.9802705,0.59883916,0.1755541,0.78127384,1.0736638,0.0,0,0,1.0
532,0.77438933,0.12137474,-0.62080318,-0.36336318,-0.2027684,0.97718102,-0.061882701,-0.9847703,0.59917706,0.17382187,0.78140193,1.080398,0.0,0,0,1.0
533,0.77440524,0.12176841,-0.62070614,-0.37048984,-0.20359908,0.97697818,-0.062354013,-0.98522651,0.59887457,0.1746839,0.78144145,1.0839902,0.0,0,0,1.0
534,0.93170011,0.026749142,0.36216372,-0.58270073,-0.004845224,0.9980877,-0.061251439,-0.56717616,-0.36311811,0.055317916,0.93006986,-0.066026539,0.0,0,0,1.0
535,0.77503788,0.12345688,-0.61958182,-0.37666225,-0.20453635,0.97685456,-0.061209761,-0.98544592,0.59773552,0.17418829,0.78242338,1.0873988,0.0,0,0,1.0
536,0.77631241,0.13175738,-0.61626762,-0.38977593,-0.20738555,0.97676533,-0.052413072,-0.99177516,0.59509385,0.16851474,0.78567278,1.092479,0.0,0,0,1.0
537,0.77564085,0.12948835,-0.61759263,-0.39590928,-0.20510757,0.97723055,-0.05270515,-0.99146992,0.59675658,0.1675739,0.78461206,1.0959553,0.0,0,0,1.0
538,0.77487117,0.1276135,-0.61894751,-0.40168411,-0.20478629,0.97717685,-0.054903653,-0.99287331,0.59786564,0.16931608,0.78339285,1.0979711,0.0,0,0,1.0
539,0.77629095,0.1271597,-0.61725944,-0.41324279,-0.20932484,0.97577423,-0.06224006,-0.99417847,0.59444207,0.17754585,0.78417593,1.1023264,0.0,0,0,1.0
540,0.77664202,0.12759812,-0.61672717,-0.41826245,-0.2090179,0.97589904,-0.061306924,-0.99435741,0.59409136,0.17654216,0.78466797,1.1053149,0.0,0,0,1.0
541,0.77628249,0.13128731,-0.61640537,-0.42313129,-0.20927249,0.97618419,-0.055636212,-0.99411571,0.59447151,0.17220727,0.78534299,1.1080298,0.0,0,0,1.0
542,0.77514744,0.13831615,-0.61629659,-0.43554884,-0.21166626,0.97611475,-0.047153763,-0.99833953,0.59510475,0.16702092,0.7859832,1.1114964,0.0,0,0,1.0
543,0.77522153,0.14079919,-0.61564088,-0.44215837,-0.21361008,0.97575456,-0.045822635,-0.99836445,0.59431326,0.16705039,0.78657556,1.112785,0.0,0,0,1.0
544,0.77560985,0.14276733,-0.61469758,-0.448479,-0.2143921,0.97567093,-0.043909941,-1.0001552,0.59352434,0.16586377,0.78742182,1.1139271,0.0,0,0,1.0
545,0.93060535,0.03205746,0.364539,-0.57786864,-0.00837327,0.99773735,-0.066363275,-0.56854159,-0.36585027,0.058710482,0.92879009,-0.061038833,0.0,0,0,1.0
546,0.77860886,0.14037672,-0.61144769,-0.46307331,-0.21347438,0.97568762,-0.047837101,-0.99900693,0.58991718,0.16779552,0.78971982,1.1156825,0.0,0,0,1.0
547,0.77943909,0.14151548,-0.6101256,-0.46989083,-0.21332879,0.97579825,-0.046198595,-0.99860996,0.58887225,0.16618697,0.79083884,1.1169403,0.0,0,0,1.0
548,0.78429401,0.1398612,-0.6042574,-0.48517281,-0.21260595,0.97576338,-0.050102521,-0.9968608,0.58265483,0.1677846,0.79509515,1.118351,0.0,0,0,1.0
549,0.78767407,0.13934994,-0.59996337,-0.49422121,-0.2113837,0.97599107,-0.050832856,-0.99431747,0.57852507,0.1668829,0.79829395,1.1186695,0.0,0,0,1.0
550,0.7912026,0.14114408,-0.59487921,-0.50392675,-0.21200533,0.97587681,-0.050431479,-0.99538034,0.57346016,0.16603978,0.80211484,1.1179304,0.0,0,0,1.0
551,0.80028945,0.13621105,-0.58376986,-0.5239706,-0.20810685,0.97632539,-0.057488501,-0.99095398,0.56216753,0.16751486,0.80976558,1.1180632,0.0,0,0,1.0
552,0.80544591,0.134326,-0.57707649,-0.53484488,-0.20627235,0.97652668,-0.060596589,-0.98930514,0.55543917,0.16786319,0.81432366,1.1172541,0.0,0,0,1.0
553,0.8101117,0.13346617,-0.57070935,-0.54553026,-0.20468739,0.9767642,-0.062124904,-0.9901948,0.54920477,0.16716608,0.81868386,1.11573,0.0,0,0,1.0
554,0.8156302,0.12938905,-0.56374556,-0.5694313,-0.19700609,0.97844672,-0.060460515,-0.98970646,0.54381961,0.16039501,0.82361841,1.1128017,0.0,0,0,1.0
555,0.81775701,0.13238166,-0.55995667,-0.58207351,-0.19890468,0.97813749,-0.059234656,-0.99035907,0.53992039,0.15983781,0.82628775,1.1104919,0.0,0,0,1.0
556,0.96229744,-0.028048143,0.27046061,-0.67542505,-0.038352989,0.97070241,0.2371255,-0.48500147,-0.2691927,-0.23856255,0.93304557,-0.28000596,0.0,0,0,1.0
557,0.92959255,0.03621411,0.36672637,-0.57497621,-0.009884672,0.99722892,-0.07341788,-0.56967825,-0.36837775,0.064628825,0.92739689,-0.055719234,0.0,0,0,1.0
558,0.81942457,0.13480179,-0.55693328,-0.59478939,-0.20081604,0.97777301,-0.058801919,-0.98984253,0.5366748,0.16004518,0.82835943,1.1083677,0.0,0,0,1.0
559,0.82453525,0.13704836,-0.54878241,-0.61911243,-0.20029615,0.9780035,-0.05670416,-0.98860091,0.52898633,0.15669358,0.83392698,1.1043372,0.0,0,0,1.0
560,0.82736194,0.13616015,-0.54473394,-0.63113499,-0.19848962,0.97835875,-0.056927014,-0.98934346,0.52524018,0.15524319,0.83656186,1.1017076,0.0,0,0,1.0
561,0.82997805,0.13388546,-0.54130715,-0.64212,-0.19492982,0.97908622,-0.056719761,-0.98855025,0.52243841,0.15261273,0.83879715,1.0999864,0.0,0,0,1.0
562,0.83650255,0.1353434,-0.53079891,-0.6629346,-0.19517571,0.97896391,-0.057968292,-0.98945659,0.51183254,0.15210938,0.84540117,1.0962614,0.0,0,0,1.0
563,0.83977461,0.13369688,-0.52602774,-0.67356032,-0.19393648,0.97903991,-0.060774636,-0.98733646,0.50692165,0.15307283,0.84818149,1.0946977,0.0,0,0,1.0
564,0.84349948,0.13548839,-0.51956999,-0.68363297,-0.19471489,0.9788807,-0.060849931,-0.98716277,0.50039685,0.1525147,0.85214722,1.0926194,0.0,0,0,1.0
565,0.85022241,0.1359832,-0.5083617,-0.70190978,-0.1907755,0.97989029,-0.056955338,-0.98526478,0.49043712,0.14542672,0.85914791,1.0907274,0.0,0,0,1.0
566,0.85307145,0.13695367,-0.50330305,-0.71081883,-0.19016187,0.98008597,-0.055624925,-0.98396897,0.48570535,0.14317991,0.86220783,1.0896273,0.0,0,0,1.0
567,0.85772681,0.13595,-0.49560386,-0.71933538,-0.18695609,0.98076421,-0.054525912,-0.98207736,0.47870031,0.13944297,0.8667261,1.0890938,0.0,0,0,1.0
568,0.92859173,0.049934011,0.36764839,-0.56600523,-0.016752791,0.99551129,-0.092894286,-0.57400191,-0.37064582,0.080107361,0.9252829,-0.046972722,0.0,0,0,1.0
569,0.86499059,0.13565044,-0.48289874,-0.73382539,-0.18035121,0.98238474,-0.047094952,-0.9835062,0.46804559,0.12784532,0.87430042,1.0874302,0.0,0,0,1.0
570,0.86879128,0.13533548,-0.47611645,-0.74112701,-0.17891839,0.98264307,-0.047167361,-0.98271346,0.46151036,0.12618168,0.87800837,1.0863978,0.0,0,0,1.0
571,0.87396699,0.13228332,-0.46742204,-0.74885583,-0.17409559,0.98350823,-0.047179911,-0.98126769,0.45351294,0.12262655,0.88266689,1.0856541,0.0,0,0,1.0
572,0.87800992,0.12991442,-0.46045759,-0.75481147,-0.16949163,0.98439342,-0.045453288,-0.98094404,0.4474065,0.11796843,0.88641024,1.0851878,0.0,0,0,1.0
573,0.88606483,0.13057557,-0.44456646,-0.76818675,-0.1678651,0.9846763,-0.045360137,-0.98016381,0.43186998,0.11483518,0.89449048,1.0830208,0.0,0,0,1.0
574,0.89035732,0.13006452,-0.43605858,-0.77328527,-0.16571924,0.98507661,-0.044550683,-0.97873461,0.42379493,0.11194503,0.898709,1.0828264,0.0,0,0,1.0
575,0.89337993,0.13187997,-0.42927825,-0.77865368,-0.16658789,0.98495018,-0.04410195,-0.97979546,0.41703933,0.11092801,0.90198934,1.0819534,0.0,0,0,1.0
576,0.90071487,0.13118052,-0.41388914,-0.78980666,-0.16475011,0.98515862,-0.046293005,-0.97668928,0.40171033,0.10990068,0.90904462,1.0815135,0.0,0,0,1.0
577,0.90445006,0.1322511,-0.40531382,-0.79551291,-0.16429089,0.98528951,-0.045121249,-0.9762854,0.3934201,0.10741464,0.91295886,1.0815966,0.0,0,0,1.0
578,0.90769374,0.13374573,-0.3974959,-0.80102885,-0.16537258,0.98505855,-0.046192449,-0.9752838,0.38541403,0.10767894,0.91633612,1.0816083,0.0,0,0,1.0
579,0.92628056,0.06155834,0.37169287,-0.56604135,-0.025367981,0.99448979,-0.10148212,-0.57069743,-0.37590128,0.084577635,0.92276126,-0.040588558,0.0,0,0,1.0
580,0.9108603,0.13406841,-0.39007437,-0.80469847,-0.16550696,0.98495197,-0.047949307,-0.97459012,0.37781078,0.10825066,0.91943002,1.0822747,0.0,0,0,1.0
581,0.91399711,0.13619199,-0.38191599,-0.80871844,-0.1671375,0.98463112,-0.04887316,-0.97436011,0.36942434,0.10851799,0.92280018,1.0828416,0.0,0,0,1.0
582,0.92035276,0.13986768,-0.36494663,-0.81421912,-0.17025653,0.98392123,-0.052277632,-0.97376907,0.35179958,0.11026426,0.92945647,1.0856539,0.0,0,0,1.0
583,0.92307794,0.13978048,-0.35803175,-0.81786472,-0.16980773,0.98392373,-0.053664766,-0.97480875,0.344807,0.11034921,0.93206298,1.0864561,0.0,0,0,1.0
584,0.92516237,0.14063187,-0.35227156,-0.81834263,-0.17034584,0.98377687,-0.054641023,-0.97562146,0.33890426,0.11057574,0.93419856,1.0883478,0.0,0,0,1.0
585,0.92665929,0.13826524,-0.34926084,-0.81701905,-0.16843092,0.98395181,-0.057358254,-0.97447002,0.33575687,0.11199398,0.93516558,1.0910846,0.0,0,0,1.0
586,0.92786521,0.13775861,-0.34624594,-0.81925637,-0.16810982,0.98390698,-0.059041426,-0.97722858,0.3325718,0.11300608,0.93618113,1.0915679,0.0,0,0,1.0
587,0.93051308,0.13563246,-0.33992139,-0.81822789,-0.16561061,0.98423398,-0.0606317,-0.97817034,0.32636955,0.11272944,0.93839455,1.0961664,0.0,0,0,1.0
588,0.93104327,0.13429955,-0.33899713,-0.816679,-0.16499242,0.98417252,-0.063252345,-0.97976542,0.32516786,0.11483916,0.93855572,1.0977477,0.0,0,0,1.0
589,0.93251932,0.13095865,-0.33623534,-0.81223267,-0.16115563,0.98479897,-0.063389748,-0.9804132,0.3228536,0.11331478,0.93953913,1.1007515,0.0,0,0,1.0
590,0.92479342,0.068149224,0.37423691,-0.56372792,-0.030023495,0.99380517,-0.1067782,-0.57096964,-0.37920493,0.087517798,0.92113376,-0.03662008,0.0,0,0,1.0
591,0.93377143,0.12898885,-0.33351064,-0.81462502,-0.15837055,0.98531818,-0.062330492,-0.98282027,0.3206048,0.11103686,0.94058055,1.1012462,0.0,0,0,1.0
592,0.93408847,0.12709904,-0.33334827,-0.80795377,-0.15640609,0.98562264,-0.062476534,-0.98401493,0.32064551,0.11051241,0.94062841,1.1043394,0.0,0,0,1.0
593,0.93416613,0.12441852,-0.33414069,-0.80048835,-0.154548,0.98575056,-0.065028965,-0.98405635,0.32131934,0.11240496,0.94017416,1.1075913,0.0,0,0,1.0
594,0.93362409,0.12611429,-0.3350186,-0.79343736,-0.15772086,0.98499542,-0.068745278,-0.985681,0.32135284,0.1170385,0.93959713,1.1097904,0.0,0,0,1.0
595,0.93360192,0.13061246,-0.33335257,-0.78679788,-0.16419651,0.98351723,-0.074502476,-0.98676169,0.31815764,0.1243086,0.93975067,1.112391,0.0,0,0,1.0
596,0.93254584,0.13418609,-0.33488548,-0.78437787,-0.16869108,0.98264027,-0.076015733,-0.98790598,0.31890246,0.12739834,0.93908411,1.1125598,0.0,0,0,1.0
597,0.93163878,0.13400619,-0.3374719,-0.78005642,-0.16869636,0.98267877,-0.075502835,-0.98694831,0.32153964,0.12728962,0.93819904,1.1138341,0.0,0,0,1.0
598,0.93107605,0.1307596,-0.34028655,-0.78107089,-0.16481452,0.98352408,-0.073028505,-0.98389733,0.32516217,0.1240969,0.93737781,1.1143574,0.0,0,0,1.0
599,0.9309358,0.13240927,-0.34003216,-0.77571094,-0.16514155,0.9837566,-0.069048412,-0.98428506,0.32539767,0.12045037,0.93777156,1.1148773,0.0,0,0,1.0
600,0.93196344,0.13687387,-0.33541769,-0.77261502,-0.1680599,0.98349667,-0.065625034,-0.98296827,0.3209309,0.11754737,0.93967718,1.1151547,0.0,0,0,1.0
601,0.92458308,0.076734275,0.37309253,-0.55330646,-0.03605447,0.99270731,-0.11481886,-0.57772553,-0.37919173,0.092714056,0.9206304,-0.029723568,0.0,0,0,1.0
602,0.93352783,0.14091769,-0.3293373,-0.77368605,-0.17118835,0.98302269,-0.064629696,-0.98286724,0.31466913,0.11672924,0.94189411,1.1139625,0.0,0,0,1.0
603,0.93430924,0.14103566,-0.32706279,-0.77642703,-0.17057192,0.98321694,-0.063288942,-0.98342246,0.31267804,0.1149359,0.94277716,1.1121701,0.0,0,0,1.0
604,0.93618822,0.13966168,-0.32224375,-0.77621126,-0.17007239,0.98298371,-0.068072036,-0.98015386,0.30728319,0.11855014,0.94410235,1.1094096,0.0,0,0,1.0
605,0.93894809,0.13719501,-0.31519639,-0.77598035,-0.16808432,0.98298281,-0.072853714,-0.97854847,0.29986674,0.1214029,0.94612229,1.1076554,0.0,0,0,1.0
606,0.9419387,0.1345759,-0.30730319,-0.77901089,-0.16560514,0.98307985,-0.07709673,-0.97648656,0.29175684,0.12352916,0.94837999,1.1048369,0.0,0,0,1.0
607,0.94566852,0.12872776,-0.29821888,-0.7757017,-0.15864126,0.98413599,-0.078255817,-0.97478771,0.2834422,0.12133145,0.95118088,1.1042089,0.0,0,0,1.0
608,0.94949204,0.1257114,-0.28715056,-0.77477753,-0.15332918,0.98517698,-0.075701579,-0.97366673,0.27340472,0.11592362,0.9547863,1.1030425,0.0,0,0,1.0
609,0.95279133,0.12793474,-0.27498201,-0.78051299,-0.1530585,0.9855085,-0.071833752,-0.97399688,0.26183319,0.11054736,0.95865923,1.1001066,0.0,0,0,1.0
610,0.95643407,0.12748052,-0.26225206,-0.77528685,-0.15085064,0.98591614,-0.070903495,-0.97442597,0.24954474,0.10739154,0.9622885,1.0999286,0.0,0,0,1.0
611,0.96013284,0.1261721,-0.24903582,-0.77721649,-0.14791384,0.98638791,-0.070525207,-0.97498822,0.23677157,0.10456529,0.96582079,1.0984901,0.0,0,0,1.0
